datetime,profile_code,profile_name,apparent_temperature,humidity,hour_sin,hour_cos,occupancy_level,load_lag_1,load_lag_24,target_24h
2021-01-03 01:00:00,0,single_worker,7.7,92,0.2588190451025207,0.9659258262890684,0.95,0.8264,0.8547,0.6783
2021-01-03 02:00:00,0,single_worker,7.6,93,0.4999999999999999,0.8660254037844387,0.95,0.8455,0.8318,0.6791
2021-01-03 03:00:00,0,single_worker,7.3,94,0.7071067811865476,0.7071067811865476,0.95,0.7265,0.8536,0.7196
2021-01-03 04:00:00,0,single_worker,6.9,93,0.8660254037844386,0.5000000000000001,0.95,0.9102,1.0427,0.8418
2021-01-03 05:00:00,0,single_worker,6.4,88,0.9659258262890684,0.2588190451025207,0.95,0.8036,1.0148,0.6415
2021-01-03 06:00:00,0,single_worker,6.1,85,1.0,6.123233995736766e-17,0.72,0.8136,0.9457,0.6238
2021-01-03 07:00:00,0,single_worker,7.0,79,0.9659258262890684,-0.2588190451025206,0.72,0.7699,0.831,0.6207
2021-01-03 08:00:00,0,single_worker,9.5,67,0.8660254037844387,-0.4999999999999998,0.72,0.7192,0.6344,0.5951
2021-01-03 09:00:00,0,single_worker,11.8,58,0.7071067811865476,-0.7071067811865475,0.68,0.9509,0.4377,0.196
2021-01-03 10:00:00,0,single_worker,13.1,50,0.4999999999999999,-0.8660254037844387,0.68,0.4406,0.2974,0.1163
2021-01-03 11:00:00,0,single_worker,13.9,46,0.258819045102521,-0.9659258262890682,0.68,0.3093,0.3555,0.2286
2021-01-03 12:00:00,0,single_worker,15.0,45,1.2246467991473532e-16,-1.0,0.68,0.35,0.2555,0.3253
2021-01-03 13:00:00,0,single_worker,16.2,45,-0.2588190451025208,-0.9659258262890684,0.68,0.2688,0.1339,0.1961
2021-01-03 14:00:00,0,single_worker,16.9,45,-0.4999999999999997,-0.8660254037844388,0.68,0.7322,0.1988,0.1294
2021-01-03 15:00:00,0,single_worker,16.9,45,-0.7071067811865471,-0.7071067811865479,0.68,0.3529,0.2712,0.1624
2021-01-03 16:00:00,0,single_worker,16.7,45,-0.8660254037844385,-0.5000000000000004,0.68,0.2639,0.2386,0.161
2021-01-03 17:00:00,0,single_worker,16.0,49,-0.9659258262890684,-0.2588190451025206,0.68,0.1859,0.2456,0.1392
2021-01-03 18:00:00,0,single_worker,15.3,51,-1.0,-1.8369701987210294e-16,0.9,0.2395,1.0164,0.9129
2021-01-03 19:00:00,0,single_worker,14.1,56,-0.9659258262890684,0.2588190451025203,0.9,0.8753,1.1295,1.0431
2021-01-03 20:00:00,0,single_worker,13.8,59,-0.8660254037844386,0.5000000000000001,0.9,1.0413,1.1379,1.0259
2021-01-03 21:00:00,0,single_worker,12.6,68,-0.7071067811865477,0.7071067811865474,0.9,1.0224,0.9535,0.7904
2021-01-03 22:00:00,0,single_worker,12.5,69,-0.5000000000000004,0.8660254037844384,0.9,0.8039,0.9053,0.8181
2021-01-03 23:00:00,0,single_worker,12.5,70,-0.2588190451025215,0.965925826289068,0.95,0.7624,0.7552,0.6535
2021-01-04 00:00:00,0,single_worker,11.5,74,0.0,1.0,0.95,0.68,0.8264,0.6528
2021-01-04 01:00:00,0,single_worker,10.7,74,0.2588190451025207,0.9659258262890684,0.95,0.5121,0.8455,0.66
2021-01-04 02:00:00,0,single_worker,9.8,75,0.4999999999999999,0.8660254037844387,0.95,0.6783,0.7265,0.6295
2021-01-04 03:00:00,0,single_worker,9.8,70,0.7071067811865476,0.7071067811865476,0.95,0.6791,0.9102,0.7592
2021-01-04 04:00:00,0,single_worker,10.3,64,0.8660254037844386,0.5000000000000001,0.95,0.7196,0.8036,0.6759
2021-01-04 05:00:00,0,single_worker,10.3,62,0.9659258262890684,0.2588190451025207,0.95,0.8418,0.8136,0.6761
2021-01-04 06:00:00,0,single_worker,10.1,60,1.0,6.123233995736766e-17,0.72,0.6415,0.7699,0.6444
2021-01-04 07:00:00,0,single_worker,10.3,68,0.9659258262890684,-0.2588190451025206,0.72,0.6238,0.7192,0.6827
2021-01-04 08:00:00,0,single_worker,12.0,60,0.8660254037844387,-0.4999999999999998,0.72,0.6207,0.9509,0.4883
2021-01-04 09:00:00,0,single_worker,13.5,52,0.7071067811865476,-0.7071067811865475,0.1,0.5951,0.4406,0.1488
2021-01-04 10:00:00,0,single_worker,15.1,47,0.4999999999999999,-0.8660254037844387,0.1,0.196,0.3093,0.1708
2021-01-04 11:00:00,0,single_worker,17.1,44,0.258819045102521,-0.9659258262890682,0.26,0.1163,0.35,0.1633
2021-01-04 12:00:00,0,single_worker,19.9,41,1.2246467991473532e-16,-1.0,0.26,0.2286,0.2688,0.2211
2021-01-04 13:00:00,0,single_worker,20.5,39,-0.2588190451025208,-0.9659258262890684,0.1,0.3253,0.7322,0.1549
2021-01-04 14:00:00,0,single_worker,20.4,39,-0.4999999999999997,-0.8660254037844388,0.1,0.1961,0.3529,0.1744
2021-01-04 15:00:00,0,single_worker,19.8,40,-0.7071067811865471,-0.7071067811865479,0.1,0.1294,0.2639,0.1814
2021-01-04 16:00:00,0,single_worker,19.4,42,-0.8660254037844385,-0.5000000000000004,0.1,0.1624,0.1859,0.05
2021-01-04 17:00:00,0,single_worker,18.4,50,-0.9659258262890684,-0.2588190451025206,0.1,0.161,0.2395,0.1646
2021-01-04 18:00:00,0,single_worker,16.0,58,-1.0,-1.8369701987210294e-16,0.9,0.1392,0.8753,0.7778
2021-01-04 19:00:00,0,single_worker,14.0,65,-0.9659258262890684,0.2588190451025203,0.9,0.9129,1.0413,0.8045
2021-01-04 20:00:00,0,single_worker,13.7,63,-0.8660254037844386,0.5000000000000001,0.9,1.0431,1.0224,0.7301
2021-01-04 21:00:00,0,single_worker,12.9,68,-0.7071067811865477,0.7071067811865474,0.9,1.0259,0.8039,0.9904
2021-01-04 22:00:00,0,single_worker,12.2,76,-0.5000000000000004,0.8660254037844384,0.9,0.7904,0.7624,0.4805
2021-01-04 23:00:00,0,single_worker,11.7,83,-0.2588190451025215,0.965925826289068,0.95,0.8181,0.68,0.424
2021-01-05 00:00:00,0,single_worker,11.3,88,0.0,1.0,0.95,0.6535,0.5121,0.3017
2021-01-05 01:00:00,0,single_worker,10.2,93,0.2588190451025207,0.9659258262890684,0.95,0.6528,0.6783,0.33
2021-01-05 02:00:00,0,single_worker,10.3,92,0.4999999999999999,0.8660254037844387,0.95,0.66,0.6791,0.2973
2021-01-05 03:00:00,0,single_worker,9.4,95,0.7071067811865476,0.7071067811865476,0.95,0.6295,0.7196,0.4404
2021-01-05 04:00:00,0,single_worker,9.5,94,0.8660254037844386,0.5000000000000001,0.95,0.7592,0.8418,0.4879
2021-01-05 05:00:00,0,single_worker,9.4,92,0.9659258262890684,0.2588190451025207,0.95,0.6759,0.6415,0.3987
2021-01-05 06:00:00,0,single_worker,9.6,88,1.0,6.123233995736766e-17,0.72,0.6761,0.6238,0.5189
2021-01-05 07:00:00,0,single_worker,11.2,83,0.9659258262890684,-0.2588190451025206,0.72,0.6444,0.6207,0.54
2021-01-05 08:00:00,0,single_worker,13.5,70,0.8660254037844387,-0.4999999999999998,0.72,0.6827,0.5951,0.497
2021-01-05 09:00:00,0,single_worker,14.9,64,0.7071067811865476,-0.7071067811865475,0.1,0.4883,0.196,0.2181
2021-01-05 10:00:00,0,single_worker,16.3,59,0.4999999999999999,-0.8660254037844387,0.1,0.1488,0.1163,0.1332
2021-01-05 11:00:00,0,single_worker,17.8,53,0.258819045102521,-0.9659258262890682,0.26,0.1708,0.2286,0.2375
2021-01-05 12:00:00,0,single_worker,19.0,50,1.2246467991473532e-16,-1.0,0.26,0.1633,0.3253,0.2357
2021-01-05 13:00:00,0,single_worker,19.8,49,-0.2588190451025208,-0.9659258262890684,0.1,0.2211,0.1961,0.1003
2021-01-05 14:00:00,0,single_worker,19.7,50,-0.4999999999999997,-0.8660254037844388,0.1,0.1549,0.1294,0.1676
2021-01-05 15:00:00,0,single_worker,19.4,51,-0.7071067811865471,-0.7071067811865479,0.1,0.1744,0.1624,0.1356
2021-01-05 16:00:00,0,single_worker,19.2,52,-0.8660254037844385,-0.5000000000000004,0.1,0.1814,0.161,0.1792
2021-01-05 17:00:00,0,single_worker,19.2,54,-0.9659258262890684,-0.2588190451025206,0.1,0.05,0.1392,0.1525
2021-01-05 18:00:00,0,single_worker,18.6,58,-1.0,-1.8369701987210294e-16,0.9,0.1646,0.9129,0.8341
2021-01-05 19:00:00,0,single_worker,17.2,65,-0.9659258262890684,0.2588190451025203,0.9,0.7778,1.0431,0.8248
2021-01-05 20:00:00,0,single_worker,17.0,67,-0.8660254037844386,0.5000000000000001,0.9,0.8045,1.0259,0.8798
2021-01-05 21:00:00,0,single_worker,16.8,70,-0.7071067811865477,0.7071067811865474,0.9,0.7301,0.7904,0.6886
2021-01-05 22:00:00,0,single_worker,16.9,74,-0.5000000000000004,0.8660254037844384,0.9,0.9904,0.8181,0.569
2021-01-05 23:00:00,0,single_worker,16.7,77,-0.2588190451025215,0.965925826289068,0.95,0.4805,0.6535,0.4057
2021-01-06 00:00:00,0,single_worker,16.5,79,0.0,1.0,0.95,0.424,0.6528,0.3152
2021-01-06 01:00:00,0,single_worker,16.4,81,0.2588190451025207,0.9659258262890684,0.95,0.3017,0.66,0.4832
2021-01-06 02:00:00,0,single_worker,16.2,79,0.4999999999999999,0.8660254037844387,0.95,0.33,0.6295,0.4764
2021-01-06 03:00:00,0,single_worker,15.0,63,0.7071067811865476,0.7071067811865476,0.95,0.2973,0.7592,0.6237
2021-01-06 04:00:00,0,single_worker,14.6,58,0.8660254037844386,0.5000000000000001,0.95,0.4404,0.6759,0.614
2021-01-06 05:00:00,0,single_worker,14.1,56,0.9659258262890684,0.2588190451025207,0.95,0.4879,0.6761,0.5978
2021-01-06 06:00:00,0,single_worker,13.5,55,1.0,6.123233995736766e-17,0.72,0.3987,0.6444,0.5442
2021-01-06 07:00:00,0,single_worker,13.9,67,0.9659258262890684,-0.2588190451025206,0.72,0.5189,0.6827,0.6463
2021-01-06 08:00:00,0,single_worker,13.6,60,0.8660254037844387,-0.4999999999999998,0.72,0.54,0.4883,0.5132
2021-01-06 09:00:00,0,single_worker,13.8,57,0.7071067811865476,-0.7071067811865475,0.1,0.497,0.1488,0.1787
2021-01-06 10:00:00,0,single_worker,14.8,54,0.4999999999999999,-0.8660254037844387,0.1,0.2181,0.1708,0.1439
2021-01-06 11:00:00,0,single_worker,16.0,53,0.258819045102521,-0.9659258262890682,0.26,0.1332,0.1633,0.2921
2021-01-06 12:00:00,0,single_worker,16.9,52,1.2246467991473532e-16,-1.0,0.26,0.2375,0.2211,0.3235
2021-01-06 13:00:00,0,single_worker,18.0,51,-0.2588190451025208,-0.9659258262890684,0.1,0.2357,0.1549,0.172
2021-01-06 14:00:00,0,single_worker,18.6,51,-0.4999999999999997,-0.8660254037844388,0.1,0.1003,0.1744,0.1405
2021-01-06 15:00:00,0,single_worker,18.9,50,-0.7071067811865471,-0.7071067811865479,0.1,0.1676,0.1814,0.092
2021-01-06 16:00:00,0,single_worker,18.7,51,-0.8660254037844385,-0.5000000000000004,0.1,0.1356,0.05,0.2794
2021-01-06 17:00:00,0,single_worker,18.4,53,-0.9659258262890684,-0.2588190451025206,0.1,0.1792,0.1646,0.2456
2021-01-06 18:00:00,0,single_worker,17.3,57,-1.0,-1.8369701987210294e-16,0.9,0.1525,0.7778,1.1708
2021-01-06 19:00:00,0,single_worker,16.2,59,-0.9659258262890684,0.2588190451025203,0.9,0.8341,0.8045,1.1469
2021-01-06 20:00:00,0,single_worker,16.1,59,-0.8660254037844386,0.5000000000000001,0.9,0.8248,0.7301,1.2287
2021-01-06 21:00:00,0,single_worker,15.9,65,-0.7071067811865477,0.7071067811865474,0.9,0.8798,0.9904,0.9618
2021-01-06 22:00:00,0,single_worker,15.8,69,-0.5000000000000004,0.8660254037844384,0.9,0.6886,0.4805,1.2023
2021-01-06 23:00:00,0,single_worker,15.7,68,-0.2588190451025215,0.965925826289068,0.95,0.569,0.424,0.9394
2021-01-07 00:00:00,0,single_worker,15.0,64,0.0,1.0,0.95,0.4057,0.3017,0.926
2021-01-07 01:00:00,0,single_worker,13.9,55,0.2588190451025207,0.9659258262890684,0.95,0.3152,0.33,0.9508
2021-01-07 02:00:00,0,single_worker,13.2,54,0.4999999999999999,0.8660254037844387,0.95,0.4832,0.2973,1.0789
2021-01-07 03:00:00,0,single_worker,12.1,57,0.7071067811865476,0.7071067811865476,0.95,0.4764,0.4404,0.9978
2021-01-07 04:00:00,0,single_worker,11.4,60,0.8660254037844386,0.5000000000000001,0.95,0.6237,0.4879,1.0966
2021-01-07 05:00:00,0,single_worker,11.0,62,0.9659258262890684,0.2588190451025207,0.95,0.614,0.3987,1.193
2021-01-07 06:00:00,0,single_worker,10.6,68,1.0,6.123233995736766e-17,0.72,0.5978,0.5189,0.7839
2021-01-07 07:00:00,0,single_worker,11.0,72,0.9659258262890684,-0.2588190451025206,0.72,0.5442,0.54,0.8834
2021-01-07 08:00:00,0,single_worker,10.9,70,0.8660254037844387,-0.4999999999999998,0.72,0.6463,0.497,0.9193
2021-01-07 09:00:00,0,single_worker,10.9,68,0.7071067811865476,-0.7071067811865475,0.1,0.5132,0.2181,0.2037
2021-01-07 10:00:00,0,single_worker,11.1,66,0.4999999999999999,-0.8660254037844387,0.1,0.1787,0.1332,0.3217
2021-01-07 11:00:00,0,single_worker,11.9,62,0.258819045102521,-0.9659258262890682,0.26,0.1439,0.2375,0.4983
2021-01-07 12:00:00,0,single_worker,12.3,60,1.2246467991473532e-16,-1.0,0.26,0.2921,0.2357,0.4164
2021-01-07 13:00:00,0,single_worker,12.2,59,-0.2588190451025208,-0.9659258262890684,0.1,0.3235,0.1003,0.266
2021-01-07 14:00:00,0,single_worker,12.3,59,-0.4999999999999997,-0.8660254037844388,0.1,0.172,0.1676,0.2387
2021-01-07 15:00:00,0,single_worker,12.2,60,-0.7071067811865471,-0.7071067811865479,0.1,0.1405,0.1356,0.1164
2021-01-07 16:00:00,0,single_worker,11.7,59,-0.8660254037844385,-0.5000000000000004,0.1,0.092,0.1792,0.1763
2021-01-07 17:00:00,0,single_worker,11.1,59,-0.9659258262890684,-0.2588190451025206,0.1,0.2794,0.1525,0.1262
2021-01-07 18:00:00,0,single_worker,10.4,60,-1.0,-1.8369701987210294e-16,0.9,0.2456,0.8341,1.363
2021-01-07 19:00:00,0,single_worker,9.6,62,-0.9659258262890684,0.2588190451025203,0.9,1.1708,0.8248,1.4024
2021-01-07 20:00:00,0,single_worker,8.8,62,-0.8660254037844386,0.5000000000000001,0.9,1.1469,0.8798,1.5628
2021-01-07 21:00:00,0,single_worker,8.2,61,-0.7071067811865477,0.7071067811865474,0.9,1.2287,0.6886,1.0606
2021-01-07 22:00:00,0,single_worker,7.6,65,-0.5000000000000004,0.8660254037844384,0.95,0.9618,0.569,1.2731
2021-01-07 23:00:00,0,single_worker,7.1,67,-0.2588190451025215,0.965925826289068,1.0,1.2023,0.4057,0.9564
2021-01-08 00:00:00,0,single_worker,6.5,67,0.0,1.0,0.95,0.9394,0.3152,0.9469
2021-01-08 01:00:00,0,single_worker,5.9,67,0.2588190451025207,0.9659258262890684,0.95,0.926,0.4832,1.0008
2021-01-08 02:00:00,0,single_worker,5.2,68,0.4999999999999999,0.8660254037844387,1.0,0.9508,0.4764,1.0455
2021-01-08 03:00:00,0,single_worker,4.1,68,0.7071067811865476,0.7071067811865476,1.0,1.0789,0.6237,0.9231
2021-01-08 04:00:00,0,single_worker,3.2,65,0.8660254037844386,0.5000000000000001,1.0,0.9978,0.614,0.9932
2021-01-08 05:00:00,0,single_worker,3.0,64,0.9659258262890684,0.2588190451025207,0.95,1.0966,0.5978,1.0905
2021-01-08 06:00:00,0,single_worker,3.5,67,1.0,6.123233995736766e-17,0.72,1.193,0.5442,0.9272
2021-01-08 07:00:00,0,single_worker,4.0,67,0.9659258262890684,-0.2588190451025206,0.72,0.7839,0.6463,0.8977
2021-01-08 08:00:00,0,single_worker,3.6,64,0.8660254037844387,-0.4999999999999998,0.72,0.8834,0.5132,0.7756
2021-01-08 09:00:00,0,single_worker,3.7,60,0.7071067811865476,-0.7071067811865475,0.1,0.9193,0.1787,0.6619
2021-01-08 10:00:00,0,single_worker,4.1,57,0.4999999999999999,-0.8660254037844387,0.1,0.2037,0.1439,0.6537
2021-01-08 11:00:00,0,single_worker,4.7,52,0.258819045102521,-0.9659258262890682,0.26,0.3217,0.2921,0.7558
2021-01-08 12:00:00,0,single_worker,5.3,48,1.2246467991473532e-16,-1.0,0.26,0.4983,0.3235,0.5902
2021-01-08 13:00:00,0,single_worker,6.3,45,-0.2588190451025208,-0.9659258262890684,0.1,0.4164,0.172,0.5745
2021-01-08 14:00:00,0,single_worker,6.9,45,-0.4999999999999997,-0.8660254037844388,0.1,0.266,0.1405,0.5025
2021-01-08 15:00:00,0,single_worker,7.4,43,-0.7071067811865471,-0.7071067811865479,0.1,0.2387,0.092,0.5532
2021-01-08 16:00:00,0,single_worker,7.4,43,-0.8660254037844385,-0.5000000000000004,0.1,0.1164,0.2794,0.4787
2021-01-08 17:00:00,0,single_worker,7.3,43,-0.9659258262890684,-0.2588190451025206,0.1,0.1763,0.2456,0.4809
2021-01-08 18:00:00,0,single_worker,7.4,44,-1.0,-1.8369701987210294e-16,0.9,0.1262,1.1708,1.3037
2021-01-08 19:00:00,0,single_worker,6.0,49,-0.9659258262890684,0.2588190451025203,0.9,1.363,1.1469,1.2847
2021-01-08 20:00:00,0,single_worker,5.4,50,-0.8660254037844386,0.5000000000000001,0.9,1.4024,1.2287,1.3742
2021-01-08 21:00:00,0,single_worker,5.2,51,-0.7071067811865477,0.7071067811865474,0.9,1.5628,0.9618,0.9113
2021-01-08 22:00:00,0,single_worker,4.7,51,-0.5000000000000004,0.8660254037844384,0.9,1.0606,1.2023,1.0445
2021-01-08 23:00:00,0,single_worker,4.7,52,-0.2588190451025215,0.965925826289068,0.95,1.2731,0.9394,0.8413
2021-01-09 00:00:00,0,single_worker,4.7,51,0.0,1.0,0.95,0.9564,0.926,0.9618
2021-01-09 01:00:00,0,single_worker,4.6,51,0.2588190451025207,0.9659258262890684,0.95,0.9469,0.9508,0.8886
2021-01-09 02:00:00,0,single_worker,4.5,50,0.4999999999999999,0.8660254037844387,0.95,1.0008,1.0789,0.8612
2021-01-09 03:00:00,0,single_worker,4.1,48,0.7071067811865476,0.7071067811865476,0.95,1.0455,0.9978,0.966
2021-01-09 04:00:00,0,single_worker,3.7,46,0.8660254037844386,0.5000000000000001,0.95,0.9231,1.0966,0.9364
2021-01-09 05:00:00,0,single_worker,3.6,44,0.9659258262890684,0.2588190451025207,0.95,0.9932,1.193,0.969
2021-01-09 06:00:00,0,single_worker,3.5,43,1.0,6.123233995736766e-17,0.72,1.0905,0.7839,1.591
2021-01-09 07:00:00,0,single_worker,3.9,53,0.9659258262890684,-0.2588190451025206,0.72,0.9272,0.8834,0.9168
2021-01-09 08:00:00,0,single_worker,4.1,48,0.8660254037844387,-0.4999999999999998,0.72,0.8977,0.9193,0.7998
2021-01-09 09:00:00,0,single_worker,4.9,44,0.7071067811865476,-0.7071067811865475,0.68,0.7756,0.2037,0.7438
2021-01-09 10:00:00,0,single_worker,5.9,39,0.4999999999999999,-0.8660254037844387,0.68,0.6619,0.3217,0.7264
2021-01-09 11:00:00,0,single_worker,6.7,37,0.258819045102521,-0.9659258262890682,0.68,0.6537,0.4983,0.7015
2021-01-09 12:00:00,0,single_worker,7.5,36,1.2246467991473532e-16,-1.0,0.68,0.7558,0.4164,0.7109
2021-01-09 13:00:00,0,single_worker,8.4,35,-0.2588190451025208,-0.9659258262890684,0.68,0.5902,0.266,0.5618
2021-01-09 14:00:00,0,single_worker,9.1,35,-0.4999999999999997,-0.8660254037844388,0.68,0.5745,0.2387,0.4352
2021-01-09 15:00:00,0,single_worker,9.4,36,-0.7071067811865471,-0.7071067811865479,0.68,0.5025,0.1164,0.4041
2021-01-09 16:00:00,0,single_worker,9.1,36,-0.8660254037844385,-0.5000000000000004,0.68,0.5532,0.1763,0.574
2021-01-09 17:00:00,0,single_worker,8.8,36,-0.9659258262890684,-0.2588190451025206,0.68,0.4787,0.1262,0.4355
2021-01-09 18:00:00,0,single_worker,8.7,37,-1.0,-1.8369701987210294e-16,0.9,0.4809,1.363,1.2478
2021-01-09 19:00:00,0,single_worker,6.9,40,-0.9659258262890684,0.2588190451025203,0.9,1.3037,1.4024,1.3039
2021-01-09 20:00:00,0,single_worker,6.8,42,-0.8660254037844386,0.5000000000000001,0.9,1.2847,1.5628,1.2384
2021-01-09 21:00:00,0,single_worker,7.0,40,-0.7071067811865477,0.7071067811865474,0.9,1.3742,1.0606,1.5641
2021-01-09 22:00:00,0,single_worker,6.8,39,-0.5000000000000004,0.8660254037844384,0.9,0.9113,1.2731,1.0036
2021-01-09 23:00:00,0,single_worker,6.2,38,-0.2588190451025215,0.965925826289068,0.95,1.0445,0.9564,0.784
2021-01-10 00:00:00,0,single_worker,5.8,37,0.0,1.0,0.95,0.8413,0.9469,0.8632
2021-01-10 01:00:00,0,single_worker,5.7,37,0.2588190451025207,0.9659258262890684,0.95,0.9618,1.0008,0.7051
2021-01-10 02:00:00,0,single_worker,5.4,38,0.4999999999999999,0.8660254037844387,0.95,0.8886,1.0455,0.9002
2021-01-10 03:00:00,0,single_worker,5.2,38,0.7071067811865476,0.7071067811865476,0.95,0.8612,0.9231,0.8956
2021-01-10 04:00:00,0,single_worker,5.2,38,0.8660254037844386,0.5000000000000001,0.95,0.966,0.9932,1.0132
2021-01-10 05:00:00,0,single_worker,4.9,38,0.9659258262890684,0.2588190451025207,0.95,0.9364,1.0905,0.9404
2021-01-10 06:00:00,0,single_worker,4.9,37,1.0,6.123233995736766e-17,0.72,0.969,0.9272,0.916
2021-01-10 07:00:00,0,single_worker,4.3,43,0.9659258262890684,-0.2588190451025206,0.72,1.591,0.8977,0.7611
2021-01-10 08:00:00,0,single_worker,4.4,39,0.8660254037844387,-0.4999999999999998,0.72,0.9168,0.7756,0.7685
2021-01-10 09:00:00,0,single_worker,5.1,37,0.7071067811865476,-0.7071067811865475,0.68,0.7998,0.6619,0.2581
2021-01-10 10:00:00,0,single_worker,6.3,35,0.4999999999999999,-0.8660254037844387,0.68,0.7438,0.6537,0.2262
2021-01-10 11:00:00,0,single_worker,6.8,34,0.258819045102521,-0.9659258262890682,0.68,0.7264,0.7558,0.4923
2021-01-10 12:00:00,0,single_worker,8.4,33,1.2246467991473532e-16,-1.0,0.68,0.7015,0.5902,0.3581
2021-01-10 13:00:00,0,single_worker,9.1,33,-0.2588190451025208,-0.9659258262890684,0.68,0.7109,0.5745,0.2254
2021-01-10 14:00:00,0,single_worker,9.8,33,-0.4999999999999997,-0.8660254037844388,0.68,0.5618,0.5025,0.1903
2021-01-10 15:00:00,0,single_worker,10.2,33,-0.7071067811865471,-0.7071067811865479,0.68,0.4352,0.5532,0.2301
2021-01-10 16:00:00,0,single_worker,10.4,33,-0.8660254037844385,-0.5000000000000004,0.68,0.4041,0.4787,0.2786
2021-01-10 17:00:00,0,single_worker,10.4,34,-0.9659258262890684,-0.2588190451025206,0.68,0.574,0.4809,0.2048
2021-01-10 18:00:00,0,single_worker,10.2,36,-1.0,-1.8369701987210294e-16,0.9,0.4355,1.3037,1.4578
2021-01-10 19:00:00,0,single_worker,9.0,38,-0.9659258262890684,0.2588190451025203,0.9,1.2478,1.2847,1.3844
2021-01-10 20:00:00,0,single_worker,8.7,38,-0.8660254037844386,0.5000000000000001,0.9,1.3039,1.3742,1.3783
2021-01-10 21:00:00,0,single_worker,8.4,40,-0.7071067811865477,0.7071067811865474,0.9,1.2384,0.9113,1.1421
2021-01-10 22:00:00,0,single_worker,8.1,44,-0.5000000000000004,0.8660254037844384,0.9,1.5641,1.0445,1.167
2021-01-10 23:00:00,0,single_worker,8.1,44,-0.2588190451025215,0.965925826289068,0.95,1.0036,0.8413,0.8803
2021-01-11 00:00:00,0,single_worker,7.4,39,0.0,1.0,0.95,0.784,0.9618,0.8623
2021-01-11 01:00:00,0,single_worker,6.9,39,0.2588190451025207,0.9659258262890684,0.95,0.8632,0.8886,0.8829
2021-01-11 02:00:00,0,single_worker,6.6,38,0.4999999999999999,0.8660254037844387,0.95,0.7051,0.8612,0.9039
2021-01-11 03:00:00,0,single_worker,6.0,40,0.7071067811865476,0.7071067811865476,0.95,0.9002,0.966,0.971
